owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow(3).docx,"Table 5, row 2 / OF-52",OF-52,Admin owns client document collection,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 5, row 3 / OF-53",OF-53,Required document checklist originates from governing project/service context,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 5, row 4 / OF-54",OF-54,Missing documents generate client request,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 5, row 5 / OF-55",OF-55,Requests must be followed up/escalated,BOUNDARY,CM11 Client documents / readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 5, row 6 / OF-56",OF-56,"Design has a minimum start package, not full submission package",BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 7 / OF-57",OF-57,Old drawings are minimum-start evidence where applicable,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 8 / OF-58",OF-58,Site/project sketch is minimum-start evidence,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 9 / OF-59",OF-59,Title deed is minimum-start evidence,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 10 / OF-60",OF-60,Owner ID is minimum-start evidence,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 11 / OF-61",OF-61,Remaining authority docs can be collected in parallel while Design progresses,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 5, row 12 / OF-62",OF-62,Engineering start must be blocked if minimum set is missing,BOUNDARY,CM11 Client documents / readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 5, row 13 / OF-63",OF-63,Full authority submission later requires complete package,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow(3).docx,"Table 9, row 6 / OF-100",OF-100,Invoice preparer receives action,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 10, row 11 / OF-112",OF-112,Contract closure occurs after Handover acceptance,BOUNDARY,CM16 Contract close / Handover closure boundary,Contract + owning module,Handover closure,GET /api/admin/contracts/{id}/operations,POST canonical Handover closure,Handover closure service,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,Handover closure capability,test_handover_admin_closeout.py; test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 14, row 5 / T14R5",T14R5,Model pre-activation advance Invoice/collection as a conditional Contract rule using existing Billing policy capability,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 2(3).docx,"Table 1, row 16 / T1R16",T1R16,Authority case requires activated project,DIRECT,CM10 Project Activation / Project Code / Start Date,Contract,Mobilization,GET .../{id}/activation,POST .../activate-project,ProjectActivation + Project,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,PROJECT_ACTIVATE,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 3, row 14 / V3-28",V3-28,Client acceptance can be signed Proposal / PO,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 4, row 2 / V3-30",V3-30,Contract derives from accepted Proposal,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 4, row 9 / V3-37",V3-37,Forms should be delivered with Contract where possible,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 4, row 12 / V3-40",V3-40,Signed Contract and Forms become exact evidence,DIRECT,CM06 Executed/signed Contract evidence & client delivery,Contract,ContractExecutionHandoff,GET /api/admin/contracts/{id},POST .../executed-evidence; .../client-copy-distribution; .../operations-handoff,DocumentVersion + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EXECUTION / CONTRACT_HANDOFF,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 6, row 8 / V3-51",V3-51,Contractor materials require consultant review,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 7, row 2 / V3-65",V3-65,Third-Party is a distinct service offering,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 7, row 3 / V3-66",V3-66,It can concern a project where AMEC is not primary Consultant,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 7, row 4 / V3-67",V3-67,Scope must be tightly bounded,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 7, row 11 / V3-74",V3-74,Payment can be lump-sum/upfront according to Contract,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 2 / V3-76",V3-76,BillingPlan comes from exact Contract,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 3 / V3-77",V3-77,Design may use milestone billing,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 4 / V3-78",V3-78,Architecture approval can trigger invoice eligibility,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 5 / V3-79",V3-79,DC1 can trigger invoice eligibility,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 6 / V3-80",V3-80,Permit can trigger invoice eligibility,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 7 / V3-81",V3-81,DC2/final handover can trigger eligibility,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 8 / V3-82",V3-82,Supervision can use monthly recurring billing,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 9 / V3-83",V3-83,Third-Party may use upfront/full payment,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 10 / V3-84",V3-84,Contract-specific terms override service defaults,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 8, row 11 / V3-85",V3-85,Operations must identify invoice event promptly,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 9, row 10 / V3-96",V3-96,Operations sees delay against Contract,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 2 / V3-98",V3-98,Handover package depends on service,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 3 / V3-99",V3-99,Design package includes approved PDF,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 4 / V3-100",V3-100,Design package can require DWG,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 5 / V3-101",V3-101,Design package can require DWF,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 6 / V3-102",V3-102,Exact permit/licence evidence included,DIRECT,CM12 Service scope / service-specific behavior,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 10, row 7 / V3-103",V3-103,Source/client documents can be included,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 10, row 14 / V3-110",V3-110,Contract admin closes only after required service scopes close,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 8 / T12R8",T12R8,Owner / PM / Consultant / Contractor remain separate parties,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 10 / T12R10",T12R10,Design/Permit is a canonical service engagement,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 12, row 11 / T12R11",T12R11,Supervision/Completion is a separate service engagement,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 12, row 12 / T12R12",T12R12,Third-Party is a separate professional service,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 12, row 22 / T12R22",T12R22,Signed Proposal or PO/LPO is commercial acceptance evidence,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,FAIL,Contract origin requires accepted Proposal revision; alternate signed Proposal/PO/LPO acceptance path is not implemented.
overall flow 3(3).docx,"Table 12, row 23 / T12R23",T12R23,Proposal evidence flows to Contract/Admin,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 25 / T12R25",T12R25,Contract copies exact commercial terms from accepted Proposal,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 27 / T12R27",T12R27,Required authorization/forms accompany Contract,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
